Track name,Artist name,Album,Playlist name,Type,ISRC
"Aya Nakamura · Myke Towers - T'as peur","","","Favoritos","Playlist",""
"Eladio Carrion - Toretto","","","Favoritos","Playlist",""
"Eladio Carrion - Adiós","","","Favoritos","Playlist",""
"Eladio Carrion - 4 Am","","","Favoritos","Playlist",""
"Eladio Carrion · Lunay · Jefnier Osorio Moreno - Nena Buena","","","Favoritos","Playlist",""
"Chesca · Dalex - Easy","","","Favoritos","Playlist",""
"Omy De Oro · Rochy RD - Maliante","","","Favoritos","Playlist",""
"Quevedo · Pedro Domínguez Quevedo · GARABATTO - LISBOA","","","Favoritos","Playlist",""
"Quevedo · Pedro Domínguez Quevedo · GARABATTO - ÉRAMOS DOS","","","Favoritos","Playlist",""
"Quevedo · Ovy On The Drums · Pedro Domínguez Quevedo - WANDA","","","Favoritos","Playlist",""
"Quevedo · JC Reyes · GARABATTO · Pedro Domínguez Quevedo · Juan Manuel Cortes Reyes - MUÑECA","","","Favoritos","Playlist",""
"Quevedo · GARABATTO · Pedro Domínguez Quevedo - CUÉNTALE","","","Favoritos","Playlist",""
"fedesttar - Playa Escondida","","","Favoritos","Playlist",""
"Yandel · Ernesto Fidel Padilla · Hector Caleb Lopez Jimenez · Diego Lopez Crespo · Llandel Veguilla Malave - Invencible","","","Favoritos","Playlist",""
"Yandel · Ñejo Y Dálmata · Carlos Crespo Planas · Fernando Mangual Vasquez · Llandel Veguilla Malave · Michael Sanchez Sanchez · Julian Maya Yepes · Rafael Regginalds Aponte - Poropopompon","","","Favoritos","Playlist",""
"Yandel · Young Miko · Maria Victoria Ramirez de Arellano · Llandel Veguilla Malave · Hector Caleb Lopez Jimenez · Jean Viana · Oscar Ortiz · Joan Manuel Ubiñas Jimenez · Diego Lopez Crespo - Cuando Te Toca","","","Favoritos","Playlist",""
"ABHIR · Saiko · Abhir Hathi · Blurred Mirror · Choclock · Saint Lowe - Keonda","","","Favoritos","Playlist",""
"David Marley · Antony Z · Saiko · Vera GRV · Delvalle · Toni Anzis - COMO TE LLAMABAS? (feat. Vera GRV, Delvalle & Toni Anzis)","","","Favoritos","Playlist",""
"Saiko · Came Beats · miguel cantos gomez - Atea","","","Favoritos","Playlist",""
"Yandel · Farruko · Arcangel · Llandel Veguilla Malave · Austin Agustin Santos · Joan Manuel Ubinas Jimenez · Ernesto Fidel Padilla · Carlos Efren Correa · Franklin Jovani Martinez · Marco G Perez · Andy Bauza A/K/A White star - Ella Entendio","","","Favoritos","Playlist",""
"Anuel AA · Christian Adorno · Daniel Mizrahi · Emmanuel Gazmey Santiago · Ervin Quiroz · Joan Antonio Gonzalez Marrero · Jordan Emil Miranda Rivera · Juan Jose Botero · Max Borghetti - Tiene Novio","","","Favoritos","Playlist",""
"Anuel AA · Emmanuel Gazmey Santiago - Me Siento HP","","","Favoritos","Playlist",""
"Almighty · Rauw Alejandro · Lyanno · Myke Towers - Abusadora","","","Favoritos","Playlist",""
"ELIZALDE - SIN FRENO","","","Favoritos","Playlist",""
"Bad Bunny · Benito A. Martínez Ocasio - 120","","","Favoritos","Playlist",""
"Mora · Gabriel Mora Quintero - CASUALIDAD","","","Favoritos","Playlist",""
"Mora · paopao · Gabriel Mora Quintero · Paola Nicole Marrero Rodríguez - COSITAS","","","Favoritos","Playlist",""
"Mora · Gabriel Mora Quintero - MALAFAMA","","","Favoritos","Playlist",""
"Mora · Quevedo · Gabriel Mora Quintero · Pedro Luis Domínguez Quevedo - APA","","","Favoritos","Playlist",""
"Mora · Gabriel Mora Quintero · Alizzz · Tunvao - COMO HAS ESTAU?","","","Favoritos","Playlist",""
"Yandel · Jhayco · Llandel Veguilla Malave · Roberto Vazquez · Jesus Manuel Nieves Cortez · Carlos Enrique Briceno · Brigram John Zayas · Jose Jesus Tousaint - Ponme al Dia","","","Favoritos","Playlist",""
"Natanael Cano || BZRP Music Sessions #59/66","","","Favoritos","Playlist",""
"Big Soto · Mora · ARON · Neneto · Gustavo Guerrero Soto · Aron Julio Manuel Piper Barbero · Gabriel Mora Quintero · Ernesto Suarez · Laura Virginia Robles · Carlos Julian Martinez - Serotonina","","","Favoritos","Playlist",""
"Myke Towers · Jhayco - Ande Con Quien Ande","","","Favoritos","Playlist",""
"Bores D · El Bobe - Julieta","","","Favoritos","Playlist",""
"Mora · Gabriel Mora Quintero - Desaparecer","","","Favoritos","Playlist",""
"Feid - Nieve","","","Favoritos","Playlist",""
"Zion & Lennox · Maria Becerra - Berlin","","","Favoritos","Playlist",""
"Crie 930 - Traviesa","","","Favoritos","Playlist",""
"Acereda · Dudi · Mario Milán - MIL BOTELLAS","","","Favoritos","Playlist",""
"Juancho Marqués · Recycled J · InnerCut - Ibiza","","","Favoritos","Playlist",""
"Cma · SUOB · Delgao - Cosas que pasan","","","Favoritos","Playlist",""
"Marc Seguí · Xavibo - cara :)","","","Favoritos","Playlist",""
"Sebastián Cortés · Casky - Solo Me Gustas Tú","","","Favoritos","Playlist",""
"Delgao · D3llano - Amor kinky","","","Favoritos","Playlist",""
"Delgao · Hens · D3llano - Lento","","","Favoritos","Playlist",""
"Ozuna · Jan Carlos Ozuna Rosado · Joel Ismael Vazquez · Jaime Cosculluela · Carlos Vidal Mejias Negrin · Feliz Ozuna · Jose Antonio Aponte - G Wagon","","","Favoritos","Playlist",""
"Bad Bunny · Benito Antonio Martínez Ocasio · Mick Coogan - Moscow Mule","","","Favoritos","Playlist",""
"Empyre00 · Neivi · Willi.Ch - Defqon","","","Favoritos","Playlist",""
"Bad Bunny · Benito Antonio Martínez Ocasio - Dos Mil 16","","","Favoritos","Playlist",""
"Bad Bunny · Benito Antonio Martínez Ocasio - Enséñame a Bailar","","","Favoritos","Playlist",""
"Bad Bunny · Bomba Estéreo · Benito Antonio Martínez Ocasio · Liliana Margarita Saumet - Ojitos Lindos","","","Favoritos","Playlist",""
"Bad Bunny · Rauw Alejandro · Benito Antonio Martínez Ocasio · Raul Alejandro Ocasio Ruiz - Party","","","Favoritos","Playlist",""
"Bad Bunny · Tony Dize · Benito Antonio Martínez Ocasio - La Corriente","","","Favoritos","Playlist",""
"Bad Bunny · Benito Antonio Martínez Ocasio - Neverita","","","Favoritos","Playlist",""
"Bad Bunny · Benito Antonio Martínez Ocasio - Tití Me Preguntó","","","Favoritos","Playlist",""
"Daf Code · Tony Cobb · David Álvarez · Antonio Correa - Envenená","","","Favoritos","Playlist",""
"Lyanno - Tres Amigas (Visualizer) | El Cambio","","","Favoritos","Playlist",""
"Macías - OJERAS Y POTAS","","","Favoritos","Playlist",""
"Lyanno - Guay (Video Oficial)","","","Favoritos","Playlist",""
"Mora · Gabriel Mora Quintero - ESCALOFRÍOS","","","Favoritos","Playlist",""
"Mora · Gabriel Mora Quintero - ORO ROSADO","","","Favoritos","Playlist",""
"Mora · Gabriel Mora Quintero · Xabier Plaza Garcia · Andoni Poza Prieto - OJOS COLORAU","","","Favoritos","Playlist",""
"Mora · Gabriel Mora Quintero - 2010","","","Favoritos","Playlist",""
"Mora · Jhayco · Gabriel Mora Quintero · Jesús Manuel Nieves Cortez - MEMORIAS","","","Favoritos","Playlist",""
"DUKI · De La Ghetto · Quevedo · Mauro Ezequiel Lombardo · Miguel Martinez · Pedro Dominguez Quevedo · Rafael Castillo Jr · Federico Yesan Rojas - Si Quieren Frontear","","","Favoritos","Playlist",""
"Saiko · Quevedo · La mano de oro - Jordan I","","","Favoritos","Playlist",""
"D Kaste · Kaioshin · David Castellanos Muelas · Hugo Blanco Fernández - Afrodita","","","Favoritos","Playlist",""
"Samuel SLZR · Dawson Beats - Ki-Fi","","","Favoritos","Playlist",""
"Rels B · Daniel Heredia Vidal - 23 FEB MADRID FREESTYLE","","","Favoritos","Playlist",""
"EMEKA · Denso - Con Cariño","","","Favoritos","Playlist",""
"Manu Cort · Carli Nistal - San Paolo","","","Favoritos","Playlist",""
"Posesivo (Filtrada) - Bad Bunny","","","Favoritos","Playlist",""
"Tatta, Denso - Se piensa (Videoclip)","","","Favoritos","Playlist",""
"Yan Block · Carlos Yandre Martín Marrero - Media Hora","","","Favoritos","Playlist",""
"ROA · De La Rose · Luar La L · Yan Block · Omar Courtz - ETA (RMX)","","","Favoritos","Playlist",""
"legallyrxx · Nsqk - LAS PRIMERAS FLORES","","","Favoritos","Playlist",""
"AISSA · Kidd Voodoo · GIO · Aissa El Aslani Erra · David Leon Urbina · Yassir Baitra - AwA De COCO","","","Favoritos","Playlist",""
"AISSA · Aissa El Aslani Erra · Yassir Baitra - No Me Lo Me (interludio) Rezco","","","Favoritos","Playlist",""
"AISSA · Aissa El Aslani Erra · Yassir Baitra - NO EST (hoy) BB","","","Favoritos","Playlist",""
"Zakyo · David Marley · Antonio José Martínez - perfecto","","","Favoritos","Playlist",""
"Quevedo · Sech · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · Carlos Isaías Morales · David Hernández García - TE FALLÉ","","","Favoritos","Playlist",""
"Quevedo · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · Francisco Zecca · Nicolás Jaña · David Hernández García - EL ESTRIBILLO","","","Favoritos","Playlist",""
"Quevedo · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · David Hernández García - SHIBATTO","","","Favoritos","Playlist",""
"Quevedo · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · David Hernández García - NOEMÚ","","","Favoritos","Playlist",""
"Quevedo · La Pantera · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · Sergio Aimar Castellano Almeida · David Hernández García - HALO","","","Favoritos","Playlist",""
"Quevedo · Pitbull · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Morague · Juan Pedro Moreno Carrill · Armando Christian Pérez · David Hernández García - MR. MOONDIAL","","","Favoritos","Playlist",""
"Quevedo · Sin Nombre · Christopher Gomez Quezada · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · Pedro Luis Domínguez Quevedo · David Hernández García - 14 FEBREROS","","","Favoritos","Playlist",""
"Quevedo · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · Mohamed Yassir Baitra · Jader Omar Mantilla Cañas · David Hernández García - POR ATRÁS","","","Favoritos","Playlist",""
"Quevedo · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · David Hernández García - IGUALES","","","Favoritos","Playlist",""
"Quevedo · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · Jader Omar Mantilla Cañas · David Hernández García - KASSANDRA","","","Favoritos","Playlist",""
"Quevedo · Pedro Luis Domínguez Quevedo · Geovanny Javier Chasiloa Caza · Javier Falquet Moragues · Juan Pedro Moreno Carrill · David Hernández García - BUENAS NOCHES","","","Favoritos","Playlist",""
"Womar · Eman - PRICELESS","","","Favoritos","Playlist",""
"Zakyo · David Marley · Antonio Martínez - haribo","","","Favoritos","Playlist",""
"Womar - 2810","","","Favoritos","Playlist",""
"Womar · Mxstv! - gums&cigaRs","","","Favoritos","Playlist",""
"Womar · mauvetrip - SHOWER TALKS","","","Favoritos","Playlist",""
"Soge Culebra - BASILISCO","","","Favoritos","Playlist",""
"Easykid · Alejo · Joaquin Palacios Zamorano - 3D","","","Favoritos","Playlist",""
"Soge Culebra · Botlok - IKIGAI","","","Favoritos","Playlist",""
"C Marí · Carlos Marí Cervera - Qtalhoy","","","Favoritos","Playlist",""
"Gonzy - MUSA ETERNA","","","Favoritos","Playlist",""
"Gonzy - FRIKI","","","Favoritos","Playlist",""
"Gonzy - SE ME VA","","","Favoritos","Playlist",""
"Gonzy - LIKE POR IG","","","Favoritos","Playlist",""
"Gonzy - AGUANTA","","","Favoritos","Playlist",""
"C Marí · BLNCO · Carlos Marí Cervera - Tu Forma de Amar","","","Favoritos","Playlist",""
"Caleb Calloway · Alejo - Bajo La Lluvia","","","Favoritos","Playlist",""
"Caleb Calloway · Gonzy · Maldy - Sata","","","Favoritos","Playlist",""
"Smash hits · De La Rose · super solo · mistel kind · Edwin F. Díaz Quiñones · Carlos E. Cortés Quiñones · Juan Carlos Melendez · Franko Enrique Torres Quiñones · Yuberkis Gabriela De La Rosa Bryan - Call Center","","","Favoritos","Playlist",""
"Nsqk · Nina - los alpes","","","Favoritos","Playlist",""
"Omar Courtz · De La Rose · Joshua Omar Medina Cortes · Yuberkis de la Rosa Bryan · Sebastian A. Encarnacion Rodriguez p/k/a ""Bassyy"" · Joedryell Velazquez Diaz p/k/a ""Joedyyrt - Q U E V A S H A C E R H O Y ?","","","Favoritos","Playlist",""
"Omar Courtz · Joshua Omar Medina Cortes - A L O C A - T","","","Favoritos","Playlist",""
"Omar Courtz · Bryant Myers · Joshua Omar Medina Cortes · Jan C. Blake Vazquez · Bryan Robert Rohena Perez · Sebastian Andres Encarnacion aka ""Bassyy"" - 2 K 1 6","","","Favoritos","Playlist",""
"Omar Courtz · Joshua Omar Medina Cortes · Kenneth A. Rivera · Diego Alejandro Fernandez · Jeremiah Rodriguez - ⁠P o l v o s Q u e N o S e O l v i d a n","","","Favoritos","Playlist",""
"Blessd · Ryan Castro · Bryant Myers · Hades66 - PALABRAS SOBRAN (feat. Hades66) (Remix)","","","Favoritos","Playlist",""
"ROA · Hades66 · Luar La L - UuU 2","","","Favoritos","Playlist",""
"JHAYCO - Natural","","","Favoritos","Playlist",""
"JHAYCO - Grecia","","","Favoritos","Playlist",""
"JHAYCO · Yandel · Haze - Porsche Carrera","","","Favoritos","Playlist",""
"JHAYCO · Dei V - 58","","","Favoritos","Playlist",""
"JHAYCO - Graxxx & QSJM","","","Favoritos","Playlist",""
"JHAYCO - Mokai","","","Favoritos","Playlist",""
"JHAYCO - 2C","","","Favoritos","Playlist",""
"JHAYCO - Viene BASQUIAT…","","","Favoritos","Playlist",""
"JHAYCO · Eladio Carrion · Omar Courtz - No Entiendo","","","Favoritos","Playlist",""
"JHAYCO · DJ Khaled · YOVNGCHIMI - Le Clique","","","Favoritos","Playlist",""
"JHAYCO - Joe","","","Favoritos","Playlist",""
"JHAYCO - Ferragamo","","","Favoritos","Playlist",""
"JHAYCO - Murci","","","Favoritos","Playlist",""
"ElRubiusOMG - Minero (Orquestal Version)","","","Favoritos","Playlist",""
"Vare gang - Kit Kat","","","Favoritos","Playlist",""
"Nsqk - misa","","","Favoritos","Playlist",""
"ODDLIQUOR · marquitos - CON LOQ1 NACE","","","Favoritos","Playlist",""
"Came Beats · Raul Clyde · alejo · Raul Clyde · Rubén Alejandro Estrada Feliu · Raúl Pérez Marqués · Alejandro Goncalves Landa - Vivienne","","","Favoritos","Playlist",""
"Raul Clyde · La Pantera · Raúl Pérez Marqués · Sergi Gil Corral · Sergio Hernandez - seadoO","","","Favoritos","Playlist",""
"Raul Clyde · Soge Culebra · Gabriel José Gómez · Javier Falquet · Raúl Pérez Marqués · Sergi Gil Corral - JOYYY","","","Favoritos","Playlist",""
"céro · D3llano - PACMAN","","","Favoritos","Playlist",""
"céro · Kabasaki - patio andaluz","","","Favoritos","Playlist",""
"céro - lady madrizZz","","","Favoritos","Playlist",""
"céro · D3llano - escribiendo TKM","","","Favoritos","Playlist",""
"céro · paopao - doble AA","","","Favoritos","Playlist",""
"Omar Courtz · Dei V · Joshua Omar Medina Cortes · David Juarbe · Jodryell Velazquez Diaz - DRIPPEO KBRON","","","Favoritos","Playlist",""
"Omar Courtz · Joshua Omar Medina Cortes · Jesus Eduardo Fernandez Calderon · Marko Cervantes · Jodryell Velazquez Diaz - UNA NOTi","","","Favoritos","Playlist",""
"Omar Courtz · Anuel AA · Joshua Omar Medina Cortes · Emmanuel Gazmey Santiago · Sebastian A. Encarnacion Rodriguez p/k/a ""Bassyy"" - SERIO CON ESE Q","","","Favoritos","Playlist",""
"Omar Courtz · Joshua Omar Medina Cortes · Jodryell Velazquez Diaz · Adrian Agusto Sanchez · Jonathan Asca · Andres Felipe Corredor - ⁠LUCES DE COLORES","","","Favoritos","Playlist",""
"Omar Courtz · De La Rose · Haze - Kyoto","","","Favoritos","Playlist",""
"Tainy · Alvaro Diaz - PARANORMAL","","","Favoritos","Playlist",""
"Tainy · Kris Floyd · Judeline - si preguntas por mi","","","Favoritos","Playlist",""
"Tainy · Bad Bunny - MOJABI GHOST","","","Favoritos","Playlist",""
"Tainy · Jhayco - FANTASMA | AVC","","","Favoritos","Playlist",""
"Tainy · Sech · E.VAX - 11 Y ONCE","","","Favoritos","Playlist",""
"Tainy · Arcángel · Jhayco · Myke Towers · Omar Courtz · Arca - PASIEMPRE","","","Favoritos","Playlist",""
"Saiko · Polimá Westcoast - Siempre vas a volver","","","Favoritos","Playlist",""
"Soge Culebra · Lucho RK · Mr. Naisgai - IBIZA","","","Favoritos","Playlist",""
"Marcelo Rubio - Luna (pag.1)","","","Favoritos","Playlist",""
"3AM - Por Ti","","","Favoritos","Playlist",""
"3AM - Vuela","","","Favoritos","Playlist",""
"3AM - Distancia","","","Favoritos","Playlist",""
"3AM - Siempre","","","Favoritos","Playlist",""
"3AM · Babi - Tarde","","","Favoritos","Playlist",""
"Alejo · OKELO - COMO NICKY ""NIKKI 2""","","","Favoritos","Playlist",""
"Alejo · Alejo - COSMO","","","Favoritos","Playlist",""
"Alvaro Diaz - QUIÉN TE QUIERE COMO EL NENE","","","Favoritos","Playlist",""
"Orslok · Rojuu · Roc Jou · Germán Garcia - Tofu Delivery","","","Favoritos","Playlist",""
"Eladio Carrión · Eladio Carrion - Susanoo","","","Favoritos","Playlist",""
"Eladio Carrión · Eladio Carrion - Henny Mood","","","Favoritos","Playlist",""
"Saiko · Omar Montes · Miguel Cantos Gómez - YO LO SOÑÉ","","","Favoritos","Playlist",""
"Saiko · Miguel Cantos Gómez - ÁNGEL DE LA GUARDA (PÓSTUMO)","","","Favoritos","Playlist",""
"Saiko · Sky Rompiendo · Miguel Cantos Gómez - NANA DEL HILO ROJO","","","Favoritos","Playlist",""
"Saiko · Miguel Cantos Gómez - FINALES DE AGOSTO","","","Favoritos","Playlist",""
"Saiko · JC Reyes · Dei V · Juan Manuel Cortes Reyes · Miguel Cantos Gómez · Dei V appears courtesy of Under Water Music / Encore Recordings - BADGYAL","","","Favoritos","Playlist",""
"Saiko · Bryant Myers · Bryan Rohena Pérez · Miguel Cantos Gómez - ESKELETO","","","Favoritos","Playlist",""
"Saiko · J Balvin · José Álvaro Osorio Balvín · Miguel Cantos Gómez - COMETA HALLEY","","","Favoritos","Playlist",""
"Saiko · Miguel Cantos Gómez - COMO SUENAN LAS ESTRELLAS","","","Favoritos","Playlist",""
"Saiko · Sky Rompiendo · Miguel Cantos Gómez - BOREAL","","","Favoritos","Playlist",""
"Saiko · Miguel Cantos Gómez - 3 CAÍDAS","","","Favoritos","Playlist",""
"Myke Towers · Bad Bunny - ADIVINO","","","Favoritos","Playlist",""
"Rels B · Daniel Heredia Vidal - OCEAN PIANO)))))","","","Favoritos","Playlist",""
"Rels B · Daniel Heredia Vidal - se apaga // me apago","","","Favoritos","Playlist",""
"Rels B · Junior H · Daniel Heredia Vidal · Antonio Herrera Pérez · David E Álvarez - Un Desperdicio","","","Favoritos","Playlist",""
"Jay Wheeler · Mora - Textos Fríos","","","Favoritos","Playlist",""
"Wisin · Mora · Gabriel Mora · Juan Luis Morera Luna · Martin Rodriguez Vicente · Michael Angelo Cole Garrido · Yan Carlo Francisco Guzman Velasquez - Bien Loco","","","Favoritos","Playlist",""
"Wisin · Ozuna · Bad Bunny · De La Ghetto · Arcángel · Noriel · Almighty - Escápate Conmigo (Remix)","","","Favoritos","Playlist",""
"Anitta · Brray · Bad Gyal - Double Team","","","Favoritos","Playlist",""
"The Academy: Segunda Misión · Dimelo Flow · Sech · Justin Quiles · Lenny Tavárez · Dalex · Natti Natasha · iZaak - EL ROYCE (feat. Natti Natasha, iZaak)","","","Favoritos","Playlist",""
"The Academy: Segunda Misión · Lenny Tavárez · Sech · Justin Quiles · Dalex · Dimelo Flow · Arcángel · De La Ghetto · Randy - FLOWHOT (feat. Arcángel, De La Ghetto, Randy)","","","Favoritos","Playlist",""
"The Academy: Segunda Misión · Sech · Lenny Tavárez · Justin Quiles · Dalex · Dimelo Flow · Yandel · Jay Wheeler - QUÍTENME EL TELÉFONO (feat. Yandel, Jay Wheeler)","","","Favoritos","Playlist",""
"The Academy: Segunda Misión · Sech · Justin Quiles · Lenny Tavárez · Dalex · Dimelo Flow · Myke Towers - LA RANGER (feat. Myke Towers)","","","Favoritos","Playlist",""
"The Academy: Segunda Misión · Justin Quiles · Sech · Lenny Tavárez · Dalex · Dimelo Flow · Eladio Carrion · Bryant Myers · Dei V - SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)","","","Favoritos","Playlist",""
"Marcelo Rubio - El día que vuelvas","","","Favoritos","Playlist",""
"Marcelo Rubio - Conversacion con mi ex","","","Favoritos","Playlist",""
"Marcelo Rubio · Omar K11 - lo que nunca fuimos","","","Favoritos","Playlist",""
"Marcelo Rubio - Besos desechables","","","Favoritos","Playlist",""
"Marcelo Rubio - Si el amor es temporal","","","Favoritos","Playlist",""
"Marcelo Rubio - Atrapasueños","","","Favoritos","Playlist",""
"Ryan Castro · Bryan David Castro Sosa ""Ryan Castro"" · Santiago Orrego Gallego “SOG” - Malory","","","Favoritos","Playlist",""
"Ovy On The Drums · Myke Towers · Saiko - DESATAAA","","","Favoritos","Playlist",""
"Brray · Feid - Te Colaboro","","","Favoritos","Playlist",""
"Alejo · Caleb Calloway · Ruben Alejandro Estrada - Location","","","Favoritos","Playlist",""
"Alejo · Feid · ROBI - Pantysito","","","Favoritos","Playlist",""
"Alejo · Alejo - Se Enamoró de un Reggaetonero","","","Favoritos","Playlist",""
"Jotaerre · KAROL G · Alejo · Moffa - Un Viaje","","","Favoritos","Playlist",""
"Alejo · Young Miko · Ruben Alejandro Estrada · María V. Ramírez de Arellano - Un Poquito","","","Favoritos","Playlist",""
"Caleb Calloway · Alejo · Moffa · ROBI - 0 Millas","","","Favoritos","Playlist",""
"Alejo · Polimá Westcoast · RAUL CLYDE · Polimá Westcoast · RAUL CLYDE · Alejo · Vasave - BIEN :(","","","Favoritos","Playlist",""
"Alejo · Colla Sensi · Alejo - 305","","","Favoritos","Playlist",""
"Alejo · Saiko · Ruben Alejandro Estrada · Miguel Cantos Gomez · Jose A. Huertas · Jaime Cosculluela · Jose Andres Perez Garcia · Joseph Baez Figueroa · Joshua Sanabria - D X VIDA","","","Favoritos","Playlist",""
"Alejo · Alejo · Izon - Gatita Pretty","","","Favoritos","Playlist",""
"Alejo · Alejo · OKELO - NOCHES DE MÁS","","","Favoritos","Playlist",""
"legallyrxx - ALMAᐸ/3","","","Favoritos","Playlist",""
"Baskiat · César Augusto Betancourt · Pichu Flexx · César Augusto Pulgarin Gómez - Pijamitax","","","Favoritos","Playlist",""
"Baskiat - Akita","","","Favoritos","Playlist",""
"Baskiat - XQXQ","","","Favoritos","Playlist",""
"Alejo · Alejo - RT","","","Favoritos","Playlist",""
"stivijoes - Terapia","","","Favoritos","Playlist",""
"Eladio Carrión · Nach · Eladio Carrion · Ignacio José Fornés Olmo - Mama's Boy","","","Favoritos","Playlist",""
"Eladio Carrión · Eladio Carrion · Alexandria Dobson - Luchas Mentales","","","Favoritos","Playlist",""
"Eladio Carrión · Eladio Carrion - RKO","","","Favoritos","Playlist",""
"Eladio Carrión · Sech · Carlos Isaías Morales Williams · Eladio Carrion - El Malo","","","Favoritos","Playlist",""
"Eladio Carrión · Arcángel · De La Ghetto · Austin Santos · Eladio Carrion · Rafael Castillo Torres · Joan Manuel Ubinas Jimenez - Tanta Droga","","","Favoritos","Playlist",""
"Eladio Carrión · Eladio Carrion - Tu Ritmo","","","Favoritos","Playlist",""
"Eladio Carrión · Yandel · Eladio Carrion · Llandel Veguilla Malavé · Alton Ellis · Sean Henriques · Cleveland Browne · Joan Manuel Ubinas Jimenez - Sigo Enamorau'","","","Favoritos","Playlist",""
"Eladio Carrión · Eladio Carrion - Sonrisa","","","Favoritos","Playlist",""
"Eladio Carrión · Eladio Carrion - Bendecido","","","Favoritos","Playlist",""
"AISSA · Saiko · JC Reyes · Nickzzy · El Bobe · Juseph · GIO · Miguel Cantos Gómez · Aissa El Aslani · Nicolas Martínez Pérez · Kevin Juseph Zapata - Las Bratz (Remix)","","","Favoritos","Playlist",""
"Feid - ROMÁNTICOS DE LUNES","","","Favoritos","Playlist",""
"Lunay · YOVNGCHIMI - Nuevo","","","Favoritos","Playlist",""
"Saiko - Xxx_Rosario_xxX","","","Favoritos","Playlist",""
"Raul Clyde · Raul Clyde - La Forma Q Me Miras","","","Favoritos","Playlist",""
"Saiko - Tu me calmas","","","Favoritos","Playlist",""
"Zakyo · David Marley · Antonio Martinez Roca ""Zakyo"" - CUANDO ME DUERMA","","","Favoritos","Playlist",""
"Saiko - Feliz Navidad","","","Favoritos","Playlist",""
"Saiko - Extasisssssss","","","Favoritos","Playlist",""
"Polimá Westcoast · Nio Garcia - USHUAIA","","","Favoritos","Playlist",""
